Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
WNK1	ENST00000315939.6	WNK lysine deficient protein kinase 1 	950	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0418	0.2497	0.8093	-0.36	-0.36	0.82	2009, 2011
NGFR	ENST00000172229.3	nerve growth factor receptor 	5	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0637	0.3527	1.0348	-0.36	-0.36	0.88	2005, 2007, 2009, 2011
BTG2	ENST00000290551.4	BTG family, member 2 	758	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0239	0.1667	0.8847	-0.36	-0.36	0.80	2005, 2007, 2009, 2011
RP1-170O19.20	ENST00000470747.4	Uncharacterized protein  	151	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0182	0.1207	0.5199	-0.36	-0.37	0.60	NULL
MSANTD3-TMEFF1	ENST00000502978.1	MSANTD3-TMEFF1 readthrough 	234	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0213	0.1435	0.6555	-0.36	-0.36	0.55	2011
SRPK2	ENST00000393651.3	SRSF protein kinase 2 	381	1	1	0	0	1	1	0	0	0	hsa-miR-128-3p	0.0238	0.1629	0.7833	-0.36	-0.38	0.64	2009, 2011
NRBF2	ENST00000277746.6	nuclear receptor binding factor 2 	11	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0293	0.1832	0.6436	-0.35	-0.35	0.61	2005, 2007, 2009, 2011
ABHD12B	ENST00000353130.1	abhydrolase domain containing 12B 	5	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0183	0.1285	0.7030	-0.35	-0.35	0.11	NULL
MVB12B	ENST00000361171.3	multivesicular body subunit 12B 	29	2	0	1	1	2	0	2	0	1	hsa-miR-128-3p	0.0333	0.2274	1.1312	-0.35	-0.35	0.87	2009, 2011
FBXO33	ENST00000298097.7	F-box protein 33 	306	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0546	0.3029	0.8154	-0.35	-0.35	0.82	2005, 2007, 2009, 2011
TMEFF1	ENST00000374879.4	transmembrane protein with EGF-like and two follistatin-like domains 1 	234	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0213	0.1435	0.6555	-0.35	-0.35	0.55	2005, 2007, 2009, 2011
KBTBD11	ENST00000320248.3	kelch repeat and BTB (POZ) domain containing 11 	173	1	1	0	0	2	0	2	0	1	hsa-miR-128-3p	0.0434	0.2835	1.2650	-0.35	-0.35	0.61	2011
SOCS6	ENST00000397942.3	suppressor of cytokine signaling 6 	140	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0678	0.3797	1.1337	-0.35	-0.37	0.90	2005, 2007, 2009, 2011
PKIA	ENST00000396418.2	protein kinase (cAMP-dependent, catalytic) inhibitor alpha 	542	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0286	0.1912	0.8852	-0.35	-0.49	0.79	2007, 2011
ZFP36L1	ENST00000555997.1	ZFP36 ring finger protein-like 1 	231	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0391	0.2257	0.6460	-0.35	-0.41	0.75	2007, 2009, 2011
CASC10	ENST00000377113.5	cancer susceptibility candidate 10 	116	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0356	0.2092	0.6178	-0.35	-0.40	0.79	2005, 2007, 2009, 2011
SS18	ENST00000415083.2	synovial sarcoma translocation, chromosome 18 	205	3	1	2	0	0	0	0	0	1	hsa-miR-128-3p	0.0143	0.1022	0.6174	-0.35	-0.61	0.68	2005, 2007, 2009, 2011
COMMD3-BMI1	ENST00000602390.1	COMMD3-BMI1 readthrough 	195	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0627	0.3280	0.7802	-0.35	-0.36	0.82	2011
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	2	0	1	1	2	0	1	1	3	hsa-miR-128-3p	0.0418	0.2915	1.5653	-0.34	-0.35	0.98	2007, 2009, 2011
OSBPL10	ENST00000396556.2	oxysterol binding protein-like 10 	10	2	1	1	0	1	0	1	0	2	hsa-miR-128-3p	0.0534	0.3334	1.3227	-0.34	-0.43	0.93	2009, 2011
COL21A1	ENST00000244728.5	collagen, type XXI, alpha 1 	9	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0500	0.2822	0.7765	-0.34	-0.34	0.79	2009, 2011
FAM133B	ENST00000438306.1	family with sequence similarity 133, member B 	32	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0224	0.1529	0.7357	-0.34	-0.34	0.75	2007, 2009, 2011
SSH1	ENST00000360239.3	slingshot protein phosphatase 1 	115	1	0	0	1	3	0	2	1	1	hsa-miR-128-3p	0.0241	0.1720	1.0218	-0.34	-0.60	0.77	2011
HOXA13	ENST00000222753.4	homeobox A13 	328	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0439	0.2646	0.8957	-0.34	-0.34	0.86	2005, 2007, 2009, 2011
JAG1	ENST00000254958.5	jagged 1 	421	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0347	0.2352	1.1928	-0.34	-0.34	0.55	2009, 2011
RELN	ENST00000428762.1	reelin 	252	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0558	0.3401	1.3134	-0.34	-0.35	0.83	2005, 2007, 2009, 2011
IGJ	ENST00000254801.4	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0121	0.0831	0.4049	-0.34	-0.34	0.20	2011
PDHX	ENST00000448838.3	pyruvate dehydrogenase complex, component X 	40	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0378	0.2201	0.6857	-0.34	-0.45	0.90	2005, 2007, 2009, 2011
AK4	ENST00000545314.1	adenylate kinase 4 	116	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	0.0401	0.2701	1.3065	-0.34	-0.34	0.84	2011
TRIM23	ENST00000231524.9	tripartite motif containing 23 	247	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0192	0.1353	0.7581	-0.34	-0.40	0.70	2007, 2009, 2011
LIN7C	ENST00000278193.2	lin-7 homolog C (C. elegans) 	1701	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0409	0.2504	0.8892	-0.34	-0.34	0.55	2009, 2011
UBE2E3	ENST00000410062.4	ubiquitin-conjugating enzyme E2E 3 	15	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0166	0.1168	0.6503	-0.34	-0.38	0.61	2005, 2007
UBR5	ENST00000520539.1	ubiquitin protein ligase E3 component n-recognin 5 	733	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0448	0.2733	0.9901	-0.34	-0.34	0.83	2007, 2009, 2011
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0450	0.2693	0.9249	-0.33	-0.36	0.92	2005, 2007, 2009, 2011
ABHD17B	ENST00000333421.6	abhydrolase domain containing 17B 	104	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0172	0.1175	0.5740	-0.33	-0.34	0.49	2007, 2009, 2011
SGMS1	ENST00000361781.2	sphingomyelin synthase 1 	100	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0185	0.1257	0.5957	-0.33	-0.33	0.82	2007, 2009, 2011
FBLN2	ENST00000404922.3	fibulin 2 	59	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0270	0.1795	0.8206	-0.33	-0.33	< 0.1	2005, 2007, 2009, 2011
HOXA5	ENST00000222726.3	homeobox A5 	63	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	0.0134	0.0962	0.5866	-0.33	-0.33	0.81	2011
HIC1	ENST00000399849.3	hypermethylated in cancer 1 	76	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0570	0.3131	0.8283	-0.33	-0.33	0.66	2009, 2011
FAM155A	ENST00000375915.2	family with sequence similarity 155, member A 	118	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0193	0.1322	0.6526	-0.33	-0.36	0.48	2007, 2009, 2011
RASGEF1B	ENST00000509081.1	RasGEF domain family, member 1B 	20	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0235	0.1617	0.7877	-0.33	-0.33	0.32	2005, 2007, 2009, 2011
CA7	ENST00000394069.3	carbonic anhydrase VII 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0310	0.1913	0.6361	-0.33	-0.33	0.77	2005, 2007, 2009, 2011
ZNF488	ENST00000494156.1	zinc finger protein 488 	61	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0170	0.1222	0.7675	-0.33	-0.36	< 0.1	NULL
GREM1	ENST00000560677.1	gremlin 1, DAN family BMP antagonist 	752	2	1	1	0	3	1	1	1	2	hsa-miR-128-3p	0.0276	0.1704	0.6360	-0.33	-1.35	0.96	2005, 2007, 2009, 2011
TMTC2	ENST00000321196.3	transmembrane and tetratricopeptide repeat containing 2 	173	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	0.0274	0.1878	0.9262	-0.33	-0.33	0.43	2007, 2009, 2011
PAX9	ENST00000361487.6	paired box 9 	53	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0746	0.3657	0.8475	-0.33	-0.39	0.75	2009, 2011
UBE2W	ENST00000517608.1	ubiquitin-conjugating enzyme E2W (putative) 	102	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	0.0220	0.1475	0.6784	-0.33	-0.34	0.92	2007, 2009, 2011
ATP8A1	ENST00000381668.5	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 	48	2	0	2	0	0	0	0	0	1	hsa-miR-128-3p	0.0246	0.1711	0.8937	-0.32	-0.34	0.91	2009, 2011
NGFRAP1	ENST00000361298.4	nerve growth factor receptor (TNFRSF16) associated protein 1 	114	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	0.0166	0.1140	0.5585	-0.32	-0.51	0.71	2005, 2007, 2011
NRP2	ENST00000360409.3	neuropilin 2 	146	1	0	0	1	0	0	0	0	5	hsa-miR-128-3p	0.0264	0.1886	1.1310	-0.32	-0.32	0.77	2005, 2007, 2009, 2011
SH3RF1	ENST00000284637.9	SH3 domain containing ring finger 1 	2747	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0614	0.3402	0.9824	-0.32	-0.32	0.67	2007, 2009, 2011
HAND2	ENST00000359562.4	heart and neural crest derivatives expressed 2 	30	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0205	0.1338	0.5269	-0.32	-0.33	0.39	2009, 2011
GPAM	ENST00000348367.4	glycerol-3-phosphate acyltransferase, mitochondrial 	153	2	1	0	1	2	0	1	1	1	hsa-miR-128-3p	0.0716	0.4516	1.7516	-0.32	-0.33	0.96	2005, 2007, 2009, 2011
GCNT2	ENST00000316170.3	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) 	651	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	0.0431	0.2730	1.1049	-0.32	-0.32	0.54	2009, 2011
TNR	ENST00000367674.2	tenascin R 	5	1	1	0	0	2	0	2	0	2	hsa-miR-128-3p	0.0435	0.3002	1.6126	-0.32	-0.32	< 0.1	NULL
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	0.0291	0.1973	0.9493	-0.32	-0.32	0.90	2007, 2009, 2011
CCDC50	ENST00000392455.3	coiled-coil domain containing 50 	961	1	0	1	0	2	1	1	0	0	hsa-miR-128-3p	0.0354	0.2336	1.0440	-0.32	-0.37	0.11	NULL
APLNR	ENST00000606794.1	apelin receptor 	5	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0140	0.1003	0.6100	-0.32	-0.32	0.12	2009, 2011
MDM4	ENST00000391947.2	Mdm4 p53 binding protein homolog (mouse) 	443	2	0	1	1	1	0	1	0	1	hsa-miR-128-3p	0.0308	0.2136	1.1354	-0.32	-0.33	0.72	2011
FAM134C	ENST00000309428.5	family with sequence similarity 134, member C 	397	2	1	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0386	0.2512	1.0466	-0.32	-0.32	0.91	2005, 2007, 2009, 2011
MSL1	ENST00000398532.4	male-specific lethal 1 homolog (Drosophila) 	4715	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0610	0.3298	0.8590	-0.32	-0.32	0.84	2009, 2011
SCAMP3	ENST00000302631.3	secretory carrier membrane protein 3 	446	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0071	0.0501	0.2882	-0.32	-0.32	0.11	2011
KCND3	ENST00000369697.1	potassium voltage-gated channel, Shal-related subfamily, member 3 	23	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0326	0.2185	1.0481	-0.32	-0.32	0.90	NULL
SOCS5	ENST00000306503.5	suppressor of cytokine signaling 5 	72	2	0	2	0	0	0	0	0	1	hsa-miR-128-3p	0.0176	0.1225	0.6518	-0.32	-0.41	0.93	NULL
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	0.0252	0.1659	0.7165	-0.31	-0.32	0.68	2005, 2007, 2009, 2011
CTDSP2	ENST00000398073.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 	991	2	1	1	0	1	0	0	1	2	hsa-miR-128-3p	0.0221	0.1525	0.7939	-0.31	-0.32	0.69	2005, 2007, 2009, 2011
ZNF385A	ENST00000551109.1	zinc finger protein 385A 	94	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0142	0.1020	0.6234	-0.31	-0.31	0.72	2005, 2007, 2009, 2011
MAPK14	ENST00000229795.3	mitogen-activated protein kinase 14 	1191	1	1	0	0	3	0	2	1	2	hsa-miR-128-3p	0.0279	0.1796	0.7176	-0.31	-0.41	0.90	2005, 2007, 2009, 2011
UGT8	ENST00000310836.6	UDP glycosyltransferase 8 	682	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0379	0.2228	0.6829	-0.31	-0.37	0.69	NULL
SMURF2	ENST00000262435.9	SMAD specific E3 ubiquitin protein ligase 2 	978	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0267	0.1712	0.6555	-0.31	-0.31	0.68	2009, 2011
SAMD10	ENST00000369886.3	sterile alpha motif domain containing 10 	45	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0378	0.2249	0.6847	-0.31	-0.31	0.91	2005, 2007, 2009, 2011
GPR135	ENST00000395116.1	G protein-coupled receptor 135 	40	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0679	0.3498	0.7990	-0.31	-0.31	0.86	NULL
CLCN6	ENST00000312413.6	chloride channel, voltage-sensitive 6 	227	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0237	0.1600	0.7569	-0.31	-0.31	0.35	2009, 2011
SLC39A11	ENST00000255559.3	solute carrier family 39, member 11 	544	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0273	0.1823	0.8182	-0.31	-0.32	0.78	2005, 2007, 2009, 2011
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	0	1	0	1	0	1	0	2	hsa-miR-128-3p	0.0176	0.1218	0.6384	-0.31	-0.31	0.89	2005, 2007, 2009, 2011
CSRP2	ENST00000311083.5	cysteine and glycine-rich protein 2 	38	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0191	0.1271	0.5507	-0.31	-0.31	0.63	2009, 2011
KITLG	ENST00000228280.5	KIT ligand 	100	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0171	0.1197	0.6546	-0.31	-0.32	0.71	2009, 2011
CLP1	ENST00000533682.1	cleavage and polyadenylation factor I subunit 1 	208	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0084	0.0604	0.3687	-0.31	-0.31	0.12	NULL
YPEL2	ENST00000312655.4	yippee-like 2 (Drosophila) 	62	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0429	0.2584	0.8705	-0.31	-0.31	0.60	2009, 2011
NR2F2	ENST00000394166.3	nuclear receptor subfamily 2, group F, member 2 	4428	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0111	0.0799	0.5003	-0.31	-0.31	0.66	2009, 2011
SOX7	ENST00000554914.1	Transcription factor SOX-7; Uncharacterized protein; cDNA FLJ58508, highly similar to Transcription factor SOX-7  	47	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0472	0.2637	0.7191	-0.30	-0.35	0.84	NULL
LRAT	ENST00000336356.3	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) 	9	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0167	0.1189	0.7094	-0.30	-0.30	0.17	NULL
FAM222B	ENST00000582266.1	family with sequence similarity 222, member B 	100	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0123	0.0892	0.5825	-0.30	-0.35	< 0.1	2007, 2009, 2011
SAYSD1	ENST00000373249.1	SAYSVFN motif domain containing 1 	543	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0111	0.0793	0.4689	-0.30	-0.31	0.22	2011
CDS1	ENST00000295887.5	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 	720	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0352	0.2340	1.0198	-0.30	-0.33	0.76	2007, 2009, 2011
FAM193B	ENST00000514747.1	family with sequence similarity 193, member B 	77	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0165	0.1164	0.6648	-0.30	-0.30	0.71	2009, 2011
HAO1	ENST00000378789.3	hydroxyacid oxidase (glycolate oxidase) 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0136	0.0943	0.4853	-0.30	-0.30	0.57	2005, 2007, 2009, 2011
LDLR	ENST00000558518.1	low density lipoprotein receptor 	1462	1	0	0	1	2	0	2	0	1	hsa-miR-128-3p	0.0177	0.1255	0.7368	-0.30	-0.36	0.64	2011
SSSCA1	ENST00000526877.1	Sjogren syndrome/scleroderma autoantigen 1 	96	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0049	0.0352	0.2121	-0.30	-0.30	< 0.1	NULL
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	1	0	1	0	2	0	0	2	1	hsa-miR-128-3p	0.0247	0.1722	0.9395	-0.30	-0.33	0.66	NULL
HOXA9	ENST00000396345.1	homeobox A9 	151	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0124	0.0855	0.4236	-0.30	-0.31	0.26	2007, 2011
ZNF618	ENST00000288466.7	zinc finger protein 618 	778	2	0	2	0	1	0	0	1	2	hsa-miR-128-3p	0.0383	0.2695	1.5523	-0.30	-0.30	0.97	2007, 2009, 2011
SYT1	ENST00000457153.2	synaptotagmin I 	13	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0392	0.2538	1.0753	-0.30	-0.30	0.90	2005, 2007, 2009, 2011
MATN3	ENST00000407540.3	matrilin 3 	113	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0199	0.1415	0.8320	-0.30	-0.33	0.58	2007, 2009, 2011
IRS1	ENST00000305123.5	insulin receptor substrate 1 	804	1	1	0	0	2	1	0	1	1	hsa-miR-128-3p	0.0363	0.2302	0.8595	-0.29	-0.32	0.91	2005, 2007, 2009, 2011
EPB41L4A	ENST00000261486.5	erythrocyte membrane protein band 4.1 like 4A 	103	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0192	0.1347	0.7337	-0.29	-0.31	0.78	2007, 2009, 2011
STK24	ENST00000397517.2	serine/threonine kinase 24 	486	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0170	0.1164	0.5708	-0.29	-0.29	0.89	2005, 2007, 2009, 2011
PPARG	ENST00000397000.1	peroxisome proliferator-activated receptor gamma 	861	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0187	0.1233	0.5084	-0.29	-0.29	0.64	2007, 2011
FAM78A	ENST00000372269.3	family with sequence similarity 78, member A 	7	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0319	0.2103	0.8852	-0.29	-0.34	0.98	2007, 2009, 2011
RAB33B	ENST00000305626.5	RAB33B, member RAS oncogene family 	270	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0191	0.1268	0.5360	-0.29	-0.29	0.57	2009, 2011
FBLN5	ENST00000267620.10	fibulin 5 	146	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0127	0.0908	0.5376	-0.29	-0.29	0.62	2011
UBE2D1	ENST00000373910.4	ubiquitin-conjugating enzyme E2D 1 	200	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0124	0.0896	0.5685	-0.29	-0.29	0.49	NULL
SMAD9	ENST00000399275.2	SMAD family member 9 	62	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	0.0273	0.1905	1.0159	-0.29	-0.30	0.90	2011
STIM2	ENST00000467011.1	stromal interaction molecule 2 	380	1	1	0	0	0	0	0	0	4	hsa-miR-128-3p	0.0416	0.2593	0.9832	-0.29	-0.29	0.91	2005, 2007, 2009, 2011
POU2F3	ENST00000260264.4	POU class 2 homeobox 3 	5	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0166	0.1175	0.6686	-0.29	-0.29	0.58	2009, 2011
FAM172A	ENST00000395965.3	family with sequence similarity 172, member A 	257	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0433	0.2554	0.7932	-0.28	-0.28	0.84	2009, 2011
CACNA2D3	ENST00000474759.1	calcium channel, voltage-dependent, alpha 2/delta subunit 3 	8	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0102	0.0737	0.4746	-0.28	-0.28	0.60	2011
PKIB	ENST00000258014.3	protein kinase (cAMP-dependent, catalytic) inhibitor beta 	545	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0127	0.0901	0.5297	-0.28	-0.28	0.57	NULL
MARCH8	ENST00000453424.2	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase 	48	1	0	1	0	2	1	1	0	0	hsa-miR-128-3p	0.0250	0.1785	1.0592	-0.28	-0.28	0.36	NULL
THOC1	ENST00000261600.6	THO complex 1 	384	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0078	0.0550	0.3121	-0.28	-0.28	0.69	NULL
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	2	1	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0748	0.4364	1.4937	-0.28	-0.28	0.97	2009, 2011
ELMO1	ENST00000341056.3	engulfment and cell motility 1 	118	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0111	0.0788	0.4561	-0.28	-0.28	0.53	2005, 2007, 2009, 2011
SLC26A11	ENST00000361193.3	solute carrier family 26 (anion exchanger), member 11 	115	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0179	0.1230	0.6258	-0.28	-0.28	< 0.1	NULL
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0275	0.1769	0.6894	-0.28	-0.32	0.86	2005, 2007, 2009, 2011
RAB24	ENST00000393611.2	RAB24, member RAS oncogene family 	908	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0058	0.0420	0.2593	-0.28	-0.28	0.36	2009, 2011
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0136	0.0949	0.5060	-0.28	-0.29	0.72	2007, 2011
MMD	ENST00000262065.3	monocyte to macrophage differentiation-associated 	558	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0174	0.1215	0.6487	-0.28	-0.28	0.66	2007, 2009, 2011
ELP6	ENST00000296149.4	elongator acetyltransferase complex subunit 6 	92	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	0.0104	0.0724	0.3766	-0.28	-0.30	< 0.1	NULL
ADORA2B	ENST00000304222.2	adenosine A2b receptor 	145	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0129	0.0896	0.4693	-0.28	-0.28	0.65	2007, 2009, 2011
FOXQ1	ENST00000296839.2	forkhead box Q1 	181	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0096	0.0675	0.3670	-0.28	-0.28	0.56	2005, 2007, 2009, 2011
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	1	0	1	0	1	1	0	0	4	hsa-miR-128-3p	0.0410	0.2760	1.3434	-0.28	-0.28	0.45	2007, 2009, 2011
PLEKHH2	ENST00000282406.4	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 	9	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0143	0.1031	0.6413	-0.28	-0.28	0.66	2005, 2007, 2011
NAA50	ENST00000240922.3	N(alpha)-acetyltransferase 50, NatE catalytic subunit 	260	1	1	0	0	3	1	2	0	1	hsa-miR-128-3p	0.0294	0.1865	0.7231	-0.28	-0.39	0.90	2007, 2009, 2011
ATP5G3	ENST00000284727.4	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) 	7944	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0091	0.0638	0.3360	-0.28	-0.28	0.76	2009, 2011
GALNT3	ENST00000392701.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3) 	40	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0119	0.0860	0.5491	-0.28	-0.28	0.74	2005, 2007
LIN28A	ENST00000326279.6	lin-28 homolog A (C. elegans) 	5	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0190	0.1354	0.7947	-0.28	-0.28	0.43	2005, 2007, 2009, 2011
NDST1	ENST00000261797.6	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	13660	2	0	2	0	1	0	1	0	1	hsa-miR-128-3p	0.0349	0.2420	1.2759	-0.28	-0.28	0.90	2005, 2007, 2009, 2011
CAPN7	ENST00000253693.2	calpain 7 	76	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0321	0.1983	0.6812	-0.28	-0.31	0.69	2009, 2011
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	1	0	0	1	2	1	1	0	2	hsa-miR-128-3p	0.0275	0.1924	1.0582	-0.28	-0.40	0.67	2011
MIEF1	ENST00000325301.2	mitochondrial elongation factor 1 	2319	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0273	0.1779	0.7448	-0.28	-0.28	0.80	2007, 2009, 2011
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0168	0.1176	0.6498	-0.28	-0.28	0.55	2007, 2009, 2011
