Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
AC115618.1	ENST00000376775.2	Uncharacterized protein; cDNA FLJ26048 fis, clone PRS02384  	5	1	0	1	0	0	hsa-miR-1292-5p				-0.29	-0.29	N/A
SYNGR3	ENST00000562045.1	synaptogyrin 3 	223	1	0	0	1	2	hsa-miR-1292-5p				-0.29	-0.29	N/A
PYGO1	ENST00000302000.6	pygopus homolog 1 (Drosophila) 	104	1	1	0	0	0	hsa-miR-1292-5p				-0.29	-0.33	N/A
INSR	ENST00000341500.5	insulin receptor 	577	2	0	1	1	1	hsa-miR-1292-5p				-0.29	-0.29	N/A
RP11-676J12.7	ENST00000576252.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.29	-0.29	N/A
SNAPIN	ENST00000368685.5	SNAP-associated protein 	1843	1	0	0	1	1	hsa-miR-1292-5p				-0.29	-0.31	N/A
CPNE5	ENST00000244751.2	copine V 	13	1	1	0	0	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
NUP62	ENST00000422090.2	nucleoporin 62kDa 	3929	2	0	1	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
HNRNPA1	ENST00000546500.1	heterogeneous nuclear ribonucleoprotein A1 	2079	1	1	0	0	0	hsa-miR-1292-5p				-0.28	-0.29	N/A
SNAPC5	ENST00000566658.1	small nuclear RNA activating complex, polypeptide 5, 19kDa 	211	3	1	0	2	0	hsa-miR-1292-5p				-0.28	-0.94	N/A
HMGCL	ENST00000374490.3	3-hydroxymethyl-3-methylglutaryl-CoA lyase 	1129	1	0	1	0	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
TMEM176B	ENST00000492607.1	transmembrane protein 176B 	994	1	0	0	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
OBP2B	ENST00000372032.2	odorant binding protein 2B 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
SHROOM2	ENST00000380913.3	shroom family member 2 	121	2	1	0	1	1	hsa-miR-1292-5p				-0.28	-0.29	N/A
WFDC1	ENST00000219454.5	WAP four-disulfide core domain 1 	196	1	0	0	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
PRKCA	ENST00000413366.3	protein kinase C, alpha 	726	3	0	0	3	0	hsa-miR-1292-5p				-0.28	-0.31	N/A
TBX1	ENST00000332710.4	T-box 1 	9	1	0	1	0	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
HCST	ENST00000246551.4	hematopoietic cell signal transducer 	6	1	0	0	1	0	hsa-miR-1292-5p				-0.28	-0.33	N/A
PTPRCAP	ENST00000326294.3	protein tyrosine phosphatase, receptor type, C-associated protein 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
RRH	ENST00000317735.4	retinal pigment epithelium-derived rhodopsin homolog 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
CBX7	ENST00000216133.5	chromobox homolog 7 	5	2	1	0	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
TMEM104	ENST00000335464.5	transmembrane protein 104 	657	2	0	1	1	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
PSMC1	ENST00000261303.8	proteasome (prosome, macropain) 26S subunit, ATPase, 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
NDST1	ENST00000261797.6	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	13660	3	1	0	2	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
EPN1	ENST00000270460.6	epsin 1 	5464	1	0	1	0	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
PILRB	ENST00000448382.1	paired immunoglobin-like type 2 receptor beta 	218	1	0	1	0	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
PCDHB17	ENST00000539533.1	Protocadherin-psi1; Uncharacterized protein  	5	2	0	0	2	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
TRNP1	ENST00000522111.2	TMF1-regulated nuclear protein 1 	4046	1	0	1	0	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
FAM86C1	ENST00000359244.4	family with sequence similarity 86, member C1 	5	1	0	1	0	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
RAB6C	ENST00000410061.2	RAB6C, member RAS oncogene family 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.28	-0.28	N/A
C16orf45	ENST00000300006.4	chromosome 16 open reading frame 45 	60	1	0	1	0	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
TMEM207	ENST00000354905.2	transmembrane protein 207 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
THNSL2	ENST00000343544.4	threonine synthase-like 2 (S. cerevisiae) 	219	1	0	1	0	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
SLC11A1	ENST00000233202.6	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 	33	1	0	1	0	1	hsa-miR-1292-5p				-0.28	-0.28	N/A
B3GAT2	ENST00000230053.6	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) 	39	1	0	1	0	1	hsa-miR-1292-5p				-0.27	-0.29	N/A
SF3B2	ENST00000528302.1	splicing factor 3b, subunit 2, 145kDa 	4663	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.28	N/A
FUS	ENST00000254108.7	fused in sarcoma 	30612	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.28	N/A
CYP21A2	ENST00000418967.2	cytochrome P450, family 21, subfamily A, polypeptide 2 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
SIRT4	ENST00000202967.4	sirtuin 4 	99	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
RNFT1	ENST00000442346.2	ring finger protein, transmembrane 1 	6	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
RP11-242G20.1	ENST00000434931.2	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
FGA	ENST00000403106.3	fibrinogen alpha chain 	1401	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
DAB2	ENST00000339788.6	Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila) 	2866	1	1	0	0	0	hsa-miR-1292-5p				-0.27	-0.36	N/A
HMGA1	ENST00000347617.6	high mobility group AT-hook 1 	2024	1	0	0	1	2	hsa-miR-1292-5p				-0.27	-0.27	N/A
HNRNPDL	ENST00000602300.1	heterogeneous nuclear ribonucleoprotein D-like 	217	1	1	0	0	0	hsa-miR-1292-5p				-0.27	-0.41	N/A
TMEM97	ENST00000226230.6	transmembrane protein 97 	10226	1	0	0	1	1	hsa-miR-1292-5p				-0.27	-0.27	N/A
CKAP5	ENST00000529230.1	cytoskeleton associated protein 5 	2192	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
HSD17B14	ENST00000263278.4	hydroxysteroid (17-beta) dehydrogenase 14 	39	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
MAPRE2	ENST00000436190.2	microtubule-associated protein, RP/EB family, member 2 	361	2	0	0	2	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
TBC1D22B	ENST00000373491.3	TBC1 domain family, member 22B 	127	2	0	1	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
TRIP6	ENST00000200457.4	thyroid hormone receptor interactor 6 	244	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
COMMD7	ENST00000278980.6	COMM domain containing 7 	445	1	0	1	0	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
PSEN2	ENST00000340188.4	presenilin 2 (Alzheimer disease 4) 	613	1	0	0	1	1	hsa-miR-1292-5p				-0.27	-0.28	N/A
FABP3	ENST00000373713.2	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor) 	168	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
CHMP4A	ENST00000347519.6	charged multivesicular body protein 4A 	564	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.32	N/A
LYPD3	ENST00000244333.3	LY6/PLAUR domain containing 3 	13	1	0	0	1	1	hsa-miR-1292-5p				-0.27	-0.27	N/A
SEPT5	ENST00000438754.2	septin 5 	342	1	0	0	1	2	hsa-miR-1292-5p				-0.27	-0.27	N/A
ANTXR1	ENST00000409829.3	anthrax toxin receptor 1 	571	1	0	1	0	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
LRG1	ENST00000306390.6	leucine-rich alpha-2-glycoprotein 1 	1511	1	0	1	0	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
DCTN5	ENST00000300087.2	dynactin 5 (p25) 	764	3	0	0	3	2	hsa-miR-1292-5p				-0.27	-0.31	N/A
NCK2	ENST00000451463.2	NCK adaptor protein 2 	178	1	0	1	0	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
MRPS14	ENST00000476371.1	mitochondrial ribosomal protein S14 	2140	1	0	0	1	0	hsa-miR-1292-5p				-0.27	-0.28	N/A
VTI1A	ENST00000393077.2	vesicle transport through interaction with t-SNAREs 1A 	376	1	0	1	0	1	hsa-miR-1292-5p				-0.27	-0.33	N/A
BRINP2	ENST00000361539.4	bone morphogenetic protein/retinoic acid inducible neural-specific 2 	5	2	0	0	2	0	hsa-miR-1292-5p				-0.27	-0.27	N/A
HSD17B8	ENST00000374662.3	hydroxysteroid (17-beta) dehydrogenase 8 	51	1	0	0	1	1	hsa-miR-1292-5p				-0.26	-0.33	N/A
SLC15A3	ENST00000227880.3	solute carrier family 15 (oligopeptide transporter), member 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
HAPLN3	ENST00000359595.3	hyaluronan and proteoglycan link protein 3 	299	1	0	1	0	1	hsa-miR-1292-5p				-0.26	-0.26	N/A
MAP1LC3B2	ENST00000306985.4	microtubule-associated protein 1 light chain 3 beta 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
ZFYVE28	ENST00000508471.1	zinc finger, FYVE domain containing 28 	18	2	0	1	1	1	hsa-miR-1292-5p				-0.26	-0.28	N/A
TPD52L1	ENST00000368388.2	tumor protein D52-like 1 	1169	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
SLC16A2	ENST00000587091.1	solute carrier family 16, member 2 (thyroid hormone transporter) 	22	2	0	0	2	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
PANK1	ENST00000322191.6	pantothenate kinase 1 	435	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
RCSD1	ENST00000367854.3	RCSD domain containing 1 	32	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
CTD-2330K9.3	ENST00000419183.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
HRCT1	ENST00000354323.2	histidine rich carboxyl terminus 1 	13	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
PXN	ENST00000458477.2	paxillin 	484	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.28	N/A
FFAR3	ENST00000327809.4	free fatty acid receptor 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
GPR42	ENST00000454971.1	G protein-coupled receptor 42 (gene/pseudogene) 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
INTS10	ENST00000397977.3	integrator complex subunit 10 	388	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
F8A3	ENST00000369445.2	coagulation factor VIII-associated 3 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
GPRASP2	ENST00000543253.1	G protein-coupled receptor associated sorting protein 2 	191	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
F8A2	ENST00000369505.3	coagulation factor VIII-associated 2 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
F8A1	ENST00000369446.2	coagulation factor VIII-associated 1 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
XCL1	ENST00000367818.3	chemokine (C motif) ligand 1 	24	1	0	0	1	1	hsa-miR-1292-5p				-0.26	-0.26	N/A
SMIM3	ENST00000526627.1	small integral membrane protein 3 	3180	1	0	0	1	1	hsa-miR-1292-5p				-0.26	-0.26	N/A
GLYCTK	ENST00000354773.4	glycerate kinase 	3833	1	0	1	0	1	hsa-miR-1292-5p				-0.26	-0.30	N/A
CCDC113	ENST00000443128.2	coiled-coil domain containing 113 	29	1	0	0	1	2	hsa-miR-1292-5p				-0.26	-0.26	N/A
C7orf43	ENST00000394035.2	chromosome 7 open reading frame 43 	5436	1	0	0	1	1	hsa-miR-1292-5p				-0.26	-0.26	N/A
MFSD2B	ENST00000338315.4	major facilitator superfamily domain containing 2B 	8	1	1	0	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
GRIK1-AS2	ENST00000333765.4	GRIK1 antisense RNA 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
IL36G	ENST00000259205.4	interleukin 36, gamma 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
SAMD9L	ENST00000318238.4	sterile alpha motif domain containing 9-like 	5	1	0	0	1	2	hsa-miR-1292-5p				-0.26	-0.26	N/A
MARCH9	ENST00000266643.5	membrane-associated ring finger (C3HC4) 9 	328	1	0	1	0	1	hsa-miR-1292-5p				-0.26	-0.26	N/A
POC1B-GALNT4	ENST00000547474.1	POC1B-GALNT4 readthrough 	275	1	0	0	1	2	hsa-miR-1292-5p				-0.26	-0.26	N/A
AC074389.6	ENST00000382528.1	LOC401296 protein; Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-1292-5p				-0.26	-0.26	N/A
ZG16	ENST00000400752.4	zymogen granule protein 16 	23	2	0	0	2	1	hsa-miR-1292-5p				-0.25	-0.33	N/A
SCRG1	ENST00000296506.3	stimulator of chondrogenesis 1 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
NOXRED1	ENST00000380835.2	NADP-dependent oxidoreductase domain containing 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
HSF1	ENST00000400780.4	heat shock transcription factor 1 	3263	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
PLEKHA7	ENST00000531066.1	pleckstrin homology domain containing, family A member 7 	40	1	0	0	1	1	hsa-miR-1292-5p				-0.25	-0.25	N/A
DNAJC4	ENST00000355040.4	DnaJ (Hsp40) homolog, subfamily C, member 4 	67	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.28	N/A
ANO10	ENST00000414522.2	anoctamin 10 	330	1	0	1	0	1	hsa-miR-1292-5p				-0.25	-0.25	N/A
MTTP	ENST00000457717.1	microsomal triglyceride transfer protein 	32	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
STX10	ENST00000589083.1	syntaxin 10 	389	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
EBLN2	ENST00000533473.1	endogenous Bornavirus-like nucleoprotein 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
POU3F1	ENST00000373012.2	POU class 3 homeobox 1 	9	1	0	1	0	2	hsa-miR-1292-5p				-0.25	-0.25	N/A
RBPMS2	ENST00000560606.1	RNA binding protein with multiple splicing 2 	34	1	0	0	1	1	hsa-miR-1292-5p				-0.25	-0.25	N/A
CHRNA9	ENST00000310169.2	cholinergic receptor, nicotinic, alpha 9 (neuronal) 	20	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
SCML2	ENST00000398048.3	sex comb on midleg-like 2 (Drosophila) 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
ZHX3	ENST00000309060.3	zinc fingers and homeoboxes 3 	131	2	1	0	1	3	hsa-miR-1292-5p				-0.25	-0.26	N/A
CTD-2616J11.4	ENST00000574814.1	uncharacterized protein LOC147646  	23	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
RPL13A	ENST00000391857.4	ribosomal protein L13a 	121	1	1	0	0	0	hsa-miR-1292-5p				-0.25	-0.45	N/A
FAM8A1	ENST00000259963.3	family with sequence similarity 8, member A1 	1064	1	0	0	1	3	hsa-miR-1292-5p				-0.25	-0.26	N/A
EDA2R	ENST00000374719.3	ectodysplasin A2 receptor 	64	1	0	1	0	1	hsa-miR-1292-5p				-0.25	-0.25	N/A
SPSB3	ENST00000566339.1	splA/ryanodine receptor domain and SOCS box containing 3 	827	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
UBA1	ENST00000377351.4	ubiquitin-like modifier activating enzyme 1 	1312	1	0	0	1	1	hsa-miR-1292-5p				-0.25	-0.25	N/A
AK2	ENST00000467905.1	adenylate kinase 2 	3125	1	0	0	1	2	hsa-miR-1292-5p				-0.25	-0.25	N/A
DRG1	ENST00000331457.4	developmentally regulated GTP binding protein 1 	1478	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
WNT7B	ENST00000339464.4	wingless-type MMTV integration site family, member 7B 	40	2	0	1	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
SLC35B4	ENST00000378509.4	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4 	899	2	0	1	1	1	hsa-miR-1292-5p				-0.25	-0.33	N/A
MUC20	ENST00000320736.6	mucin 20, cell surface associated 	11	2	0	0	2	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
LIMS2	ENST00000409286.1	LIM and senescent cell antigen-like domains 2 	170	1	0	0	1	1	hsa-miR-1292-5p				-0.25	-0.25	N/A
SKAP1	ENST00000336915.6	src kinase associated phosphoprotein 1 	6	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
CD44	ENST00000278386.6	CD44 molecule (Indian blood group) 	1543	2	0	0	2	0	hsa-miR-1292-5p				-0.25	-0.30	N/A
SFRP2	ENST00000274063.4	secreted frizzled-related protein 2 	21	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
CWC27	ENST00000381070.3	CWC27 spliceosome-associated protein homolog (S. cerevisiae) 	94	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
VSIG10L	ENST00000335624.4	V-set and immunoglobulin domain containing 10 like 	6	1	0	1	0	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
PLEKHB2	ENST00000438882.2	pleckstrin homology domain containing, family B (evectins) member 2 	1358	1	1	0	0	1	hsa-miR-1292-5p				-0.25	-0.28	N/A
TPO	ENST00000329066.4	thyroid peroxidase 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
HAUS7	ENST00000421080.2	HAUS augmin-like complex, subunit 7 	571	1	0	0	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
PPP2R3B	ENST00000390665.3	protein phosphatase 2, regulatory subunit B'', beta 	5	2	0	1	1	0	hsa-miR-1292-5p				-0.25	-0.25	N/A
HIST2H3C	ENST00000369158.1	histone cluster 2, H3c 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
NFX1	ENST00000379540.3	nuclear transcription factor, X-box binding 1 	215	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
HIST2H3A	ENST00000403683.1	histone cluster 2, H3a 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
PCGF3	ENST00000362003.5	polycomb group ring finger 3 	503	2	0	1	1	1	hsa-miR-1292-5p				-0.24	-0.31	N/A
B3GNT2	ENST00000301998.4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 	1860	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
RP11-863K10.7	ENST00000330539.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
GORASP1	ENST00000319283.3	golgi reassembly stacking protein 1, 65kDa 	102	2	0	0	2	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
AE000662.92	ENST00000557595.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
DHRS12	ENST00000218981.1	dehydrogenase/reductase (SDR family) member 12 	17	1	0	0	1	1	hsa-miR-1292-5p				-0.24	-0.24	N/A
TSPAN10	ENST00000328585.4	tetraspanin 10 	91	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
C11orf87	ENST00000327419.6	chromosome 11 open reading frame 87 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
GSTM2	ENST00000369831.2	glutathione S-transferase mu 2 (muscle) 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
ARPC2	ENST00000295685.10	actin related protein 2/3 complex, subunit 2, 34kDa 	153	1	0	0	1	1	hsa-miR-1292-5p				-0.24	-0.25	N/A
AL049840.1	ENST00000429169.1	Uncharacterized protein; cDNA FLJ53535  	5	1	0	0	1	1	hsa-miR-1292-5p				-0.24	-0.24	N/A
PIM2	ENST00000376509.4	pim-2 oncogene 	77	1	0	0	1	1	hsa-miR-1292-5p				-0.24	-0.24	N/A
NFKBID	ENST00000396901.1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta 	40	1	1	0	0	2	hsa-miR-1292-5p				-0.24	-0.57	N/A
SPRR2E	ENST00000368750.3	small proline-rich protein 2E 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
LRRC43	ENST00000339777.4	leucine rich repeat containing 43 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
HIATL1	ENST00000428393.2	hippocampus abundant transcript-like 1 	767	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
PLCXD1	ENST00000381657.2	phosphatidylinositol-specific phospholipase C, X domain containing 1 	5	2	0	1	1	1	hsa-miR-1292-5p				-0.24	-0.24	N/A
RCAN1	ENST00000482533.1	regulator of calcineurin 1 	715	2	0	0	2	0	hsa-miR-1292-5p				-0.24	-0.26	N/A
FAM129B	ENST00000373314.3	family with sequence similarity 129, member B 	516	2	0	1	1	1	hsa-miR-1292-5p				-0.24	-0.24	N/A
SDS	ENST00000257549.4	serine dehydratase 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
NSG2	ENST00000303177.3	Neuron-specific protein family member 2  	5	1	0	0	1	1	hsa-miR-1292-5p				-0.24	-0.24	N/A
OSTF1	ENST00000346234.6	osteoclast stimulating factor 1 	107	2	0	0	2	0	hsa-miR-1292-5p				-0.24	-0.33	N/A
TMEM161A	ENST00000450333.2	transmembrane protein 161A 	44	1	0	1	0	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
HLA-B	ENST00000412585.2	major histocompatibility complex, class I, B 	344	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
BPIFA2	ENST00000253362.2	BPI fold containing family A, member 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
C9orf57	ENST00000377024.3	chromosome 9 open reading frame 57 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.24	-0.24	N/A
GLOD4	ENST00000301329.6	glyoxalase domain containing 4 	2432	2	0	0	2	0	hsa-miR-1292-5p				-0.24	-0.40	N/A
TSSK6	ENST00000360913.3	testis-specific serine kinase 6 	5	1	0	1	0	1	hsa-miR-1292-5p				-0.23	-0.23	N/A
C6ORF165	ENST00000369562.4	UPF0704 protein C6orf165  	10	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
SEPT9	ENST00000431235.2	septin 9 	7738	1	0	1	0	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
C19orf10	ENST00000262947.3	chromosome 19 open reading frame 10 	1263	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
CYFIP1	ENST00000313077.7	cytoplasmic FMR1 interacting protein 1 	40959	1	0	0	1	1	hsa-miR-1292-5p				-0.23	-0.29	N/A
RHO	ENST00000296271.3	rhodopsin 	5	2	0	1	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
LRRN4	ENST00000378858.4	leucine rich repeat neuronal 4 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
CLEC17A	ENST00000417570.1	C-type lectin domain family 17, member A 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
PDDC1	ENST00000319863.8	Parkinson disease 7 domain containing 1 	529	1	1	0	0	1	hsa-miR-1292-5p				-0.23	-0.23	N/A
COL23A1	ENST00000390654.3	collagen, type XXIII, alpha 1 	15	3	0	0	3	2	hsa-miR-1292-5p				-0.23	-0.30	N/A
KLK4	ENST00000324041.1	kallikrein-related peptidase 4 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
PLA2G6	ENST00000332509.3	phospholipase A2, group VI (cytosolic, calcium-independent) 	74	1	0	1	0	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
CNBP	ENST00000502976.1	CCHC-type zinc finger, nucleic acid binding protein 	2257	1	0	0	1	1	hsa-miR-1292-5p				-0.23	-0.26	N/A
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	2	0	1	1	1	hsa-miR-1292-5p				-0.23	-0.23	N/A
TACR2	ENST00000373307.1	tachykinin receptor 2 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.23	-0.25	N/A
C4orf50	ENST00000531445.1	chromosome 4 open reading frame 50 	5	1	1	0	0	1	hsa-miR-1292-5p				-0.23	-0.23	N/A
SHOX	ENST00000381578.1	short stature homeobox 	5	1	0	1	0	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
NUSAP1	ENST00000260359.6	nucleolar and spindle associated protein 1 	686	1	0	0	1	1	hsa-miR-1292-5p				-0.23	-0.24	N/A
LSM11	ENST00000286307.5	LSM11, U7 small nuclear RNA associated 	1458	2	0	0	2	0	hsa-miR-1292-5p				-0.23	-0.24	N/A
SMARCA1	ENST00000371121.3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 	348	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
CLMP	ENST00000448775.2	CXADR-like membrane protein 	212	1	0	1	0	0	hsa-miR-1292-5p				-0.23	-0.24	N/A
ZFAND5	ENST00000237937.3	zinc finger, AN1-type domain 5 	2522	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
DDX54	ENST00000314045.7	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 	1332	2	0	1	1	1	hsa-miR-1292-5p				-0.23	-0.29	N/A
NDUFB10	ENST00000543683.2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa 	66	1	0	0	1	0	hsa-miR-1292-5p				-0.23	-0.23	N/A
ZBTB6	ENST00000373659.3	zinc finger and BTB domain containing 6 	55	1	0	1	0	0	hsa-miR-1292-5p				-0.23	-0.28	N/A
COLGALT1	ENST00000252599.4	collagen beta(1-O)galactosyltransferase 1 	427	1	0	0	1	1	hsa-miR-1292-5p				-0.23	-0.23	N/A
KCNJ5	ENST00000529694.1	potassium inwardly-rectifying channel, subfamily J, member 5 	12	2	1	0	1	0	hsa-miR-1292-5p				-0.23	-0.35	N/A
