Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
AFF3	ENST00000409236.2	AF4/FMR2 family, member 3 	296	2	1	1	0	3	hsa-miR-1185-5p	0.0507	0.3321	1.5373	-0.38	-0.47	N/A
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	0	1	0	1	hsa-miR-1185-5p	0.0436	0.2714	1.0333	-0.38	-0.38	N/A
SNX12	ENST00000374274.3	sorting nexin 12 	849	1	0	1	0	2	hsa-miR-1185-5p	0.0310	0.2123	1.0753	-0.38	-0.38	N/A
ZNF586	ENST00000396150.4	zinc finger protein 586 	137	1	1	0	0	0	hsa-miR-1185-5p	0.0193	0.1269	0.5178	-0.38	-0.38	N/A
ADO	ENST00000373783.1	2-aminoethanethiol (cysteamine) dioxygenase 	686	1	1	0	0	1	hsa-miR-1185-5p	0.0347	0.2125	0.7079	-0.38	-0.43	N/A
AGGF1	ENST00000312916.7	angiogenic factor with G patch and FHA domains 1 	890	2	0	0	2	0	hsa-miR-1185-5p	0.0212	0.1487	0.8108	-0.38	-0.39	N/A
IQCB1	ENST00000310864.6	IQ motif containing B1 	45	1	1	0	0	0	hsa-miR-1185-5p	0.0284	0.1781	0.6215	-0.38	-0.38	N/A
TMOD4	ENST00000416280.2	tropomodulin 4 (muscle) 	10	1	0	0	1	0	hsa-miR-1185-5p	0.0073	0.0512	0.2852	-0.38	-0.38	N/A
ZNF80	ENST00000482457.2	zinc finger protein 80 	5	2	0	0	2	0	hsa-miR-1185-5p	0.0114	0.0816	0.5036	-0.37	-0.37	N/A
CXADR	ENST00000356275.6	coxsackie virus and adenovirus receptor 	56	1	1	0	0	1	hsa-miR-1185-5p	0.0177	0.1193	0.5421	-0.37	-0.38	N/A
HTR2C	ENST00000371950.3	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled 	5	1	1	0	0	1	hsa-miR-1185-5p	0.0355	0.2205	0.7825	-0.37	-0.37	N/A
CNST	ENST00000366513.4	consortin, connexin sorting protein 	303	2	1	0	1	0	hsa-miR-1185-5p	0.0275	0.1839	0.8496	-0.37	-0.39	N/A
MEGF9	ENST00000373930.3	multiple EGF-like-domains 9 	689	1	1	0	0	2	hsa-miR-1185-5p	0.0359	0.2403	1.0997	-0.37	-0.38	N/A
ALDH8A1	ENST00000265605.2	aldehyde dehydrogenase 8 family, member A1 	48	1	1	0	0	1	hsa-miR-1185-5p	0.0210	0.1370	0.5468	-0.37	-0.43	N/A
FOXRED2	ENST00000397224.4	FAD-dependent oxidoreductase domain containing 2 	200	1	1	0	0	2	hsa-miR-1185-5p	0.0177	0.1214	0.6048	-0.37	-0.41	N/A
MCL1	ENST00000369026.2	myeloid cell leukemia sequence 1 (BCL2-related) 	374	1	1	0	0	1	hsa-miR-1185-5p	0.0168	0.1120	0.4832	-0.37	-0.41	N/A
TSSK1B	ENST00000390666.3	testis-specific serine kinase 1B 	5	2	0	1	1	0	hsa-miR-1185-5p	0.0211	0.1443	0.7133	-0.37	-0.37	N/A
ZCCHC7	ENST00000336755.5	zinc finger, CCHC domain containing 7 	1232	1	1	0	0	0	hsa-miR-1185-5p	0.0167	0.1097	0.4441	-0.37	-0.46	N/A
ZNF627	ENST00000588174.1	zinc finger protein 627 	105	1	1	0	0	0	hsa-miR-1185-5p	0.0205	0.1351	0.5688	-0.37	-0.37	N/A
MAGT1	ENST00000358075.6	magnesium transporter 1 	937	1	0	1	0	1	hsa-miR-1185-5p	0.0417	0.2530	0.8609	-0.37	-0.40	N/A
ZSCAN5B	ENST00000586855.2	zinc finger and SCAN domain containing 5B 	5	1	0	1	0	1	hsa-miR-1185-5p	0.0126	0.0877	0.4677	-0.37	-0.37	N/A
RHEBL1	ENST00000301068.6	Ras homolog enriched in brain like 1 	21	2	0	0	2	1	hsa-miR-1185-5p	0.0039	0.0284	0.1977	-0.37	-0.37	N/A
LRRIQ1	ENST00000393217.2	leucine-rich repeats and IQ motif containing 1 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0244	0.1576	0.6161	-0.36	-0.36	N/A
PI15	ENST00000260113.2	peptidase inhibitor 15 	12	1	0	0	1	1	hsa-miR-1185-5p	0.0209	0.1469	0.8177	-0.36	-0.36	N/A
FIS1	ENST00000474120.1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae) 	11997	1	0	1	0	1	hsa-miR-1185-5p	0.0138	0.0958	0.4954	-0.36	-0.36	N/A
SSR1	ENST00000244763.4	signal sequence receptor, alpha 	12917	2	0	0	2	1	hsa-miR-1185-5p	0.0176	0.1258	0.7466	-0.36	-0.57	N/A
C21orf59	ENST00000382549.4	chromosome 21 open reading frame 59 	288	1	0	1	0	1	hsa-miR-1185-5p	0.0368	0.2276	0.8125	-0.36	-0.36	N/A
CD2AP	ENST00000359314.5	CD2-associated protein 	145	2	0	2	0	0	hsa-miR-1185-5p	0.0545	0.3443	1.2511	-0.36	-0.37	N/A
SOS2	ENST00000216373.5	son of sevenless homolog 2 (Drosophila) 	70	2	1	0	1	0	hsa-miR-1185-5p	0.0487	0.2960	1.0757	-0.36	-0.36	N/A
KCNH7	ENST00000332142.5	potassium voltage-gated channel, subfamily H (eag-related), member 7 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0145	0.1038	0.6174	-0.36	-0.36	N/A
EXOC6	ENST00000371552.4	exocyst complex component 6 	261	1	1	0	0	0	hsa-miR-1185-5p	0.0355	0.2140	0.6679	-0.36	-0.36	N/A
SLCO3A1	ENST00000318445.6	solute carrier organic anion transporter family, member 3A1 	133	1	1	0	0	1	hsa-miR-1185-5p	0.0493	0.3151	1.3152	-0.36	-0.40	N/A
POLR3E	ENST00000299853.5	polymerase (RNA) III (DNA directed) polypeptide E (80kD) 	1450	1	1	0	0	0	hsa-miR-1185-5p	0.0238	0.1526	0.5718	-0.36	-0.36	N/A
CTAGE1	ENST00000391403.2	cutaneous T-cell lymphoma-associated antigen 1 	5	2	1	1	0	0	hsa-miR-1185-5p	0.0406	0.2725	1.2562	-0.36	-0.36	N/A
C1orf213	ENST00000335648.3	chromosome 1 open reading frame 213 	49	1	1	0	0	0	hsa-miR-1185-5p	0.0212	0.1444	0.7020	-0.36	-0.36	N/A
VPS41	ENST00000310301.4	vacuolar protein sorting 41 homolog (S. cerevisiae) 	163	2	0	1	1	1	hsa-miR-1185-5p	0.0377	0.2480	1.0547	-0.36	-0.48	N/A
RAB27B	ENST00000262094.5	RAB27B, member RAS oncogene family 	5	2	1	0	1	0	hsa-miR-1185-5p	0.0250	0.1716	0.8793	-0.36	-0.36	N/A
CCL11	ENST00000305869.3	chemokine (C-C motif) ligand 11 	12	1	0	1	0	0	hsa-miR-1185-5p	0.0146	0.0984	0.4464	-0.36	-0.36	N/A
RNF157	ENST00000269391.6	ring finger protein 157 	163	3	0	0	3	0	hsa-miR-1185-5p	0.0228	0.1617	0.9488	-0.36	-0.37	N/A
TINF2	ENST00000558566.1	TERF1 (TRF1)-interacting nuclear factor 2 	1214	1	0	1	0	1	hsa-miR-1185-5p	0.0219	0.1532	0.8283	-0.35	-0.35	N/A
CDKN1B	ENST00000228872.4	cyclin-dependent kinase inhibitor 1B (p27, Kip1) 	587	1	1	0	0	0	hsa-miR-1185-5p	0.0137	0.0930	0.4311	-0.35	-0.35	N/A
ENDOU	ENST00000229003.3	endonuclease, polyU-specific 	9	1	0	1	0	1	hsa-miR-1185-5p	0.0268	0.1770	0.7739	-0.35	-0.35	N/A
GMCL1	ENST00000282570.3	germ cell-less, spermatogenesis associated 1 	360	1	1	0	0	0	hsa-miR-1185-5p	0.0205	0.1340	0.5386	-0.35	-0.35	N/A
KRT40	ENST00000377755.4	keratin 40 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0164	0.1112	0.5284	-0.35	-0.35	N/A
RBBP7	ENST00000380087.2	retinoblastoma binding protein 7 	270	2	1	1	0	0	hsa-miR-1185-5p	0.0224	0.1503	0.6861	-0.35	-0.73	N/A
KIAA0408	ENST00000483725.3	KIAA0408 	95	2	0	0	2	1	hsa-miR-1185-5p	0.0100	0.0719	0.4388	-0.35	-0.45	N/A
RPS16	ENST00000599539.1	ribosomal protein S16 	29858	1	0	0	1	0	hsa-miR-1185-5p	0.0113	0.0778	0.3841	-0.35	-0.35	N/A
RNF123	ENST00000327697.6	ring finger protein 123 	85	1	1	0	0	0	hsa-miR-1185-5p	0.0246	0.1610	0.6725	-0.35	-0.35	N/A
DCAF4L1	ENST00000333141.5	DDB1 and CUL4 associated factor 4-like 1 	5	1	1	0	0	1	hsa-miR-1185-5p	0.0405	0.2572	1.0220	-0.35	-0.35	N/A
ASB12	ENST00000362002.2	ankyrin repeat and SOCS box containing 12 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0185	0.1220	0.5076	-0.35	-0.35	N/A
SYT5	ENST00000590851.1	synaptotagmin V 	5	1	0	0	1	3	hsa-miR-1185-5p	0.0227	0.1584	0.8591	-0.34	-0.34	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	1	0	0	1	3	hsa-miR-1185-5p	0.0159	0.1155	0.7571	-0.34	-0.34	N/A
ST6GAL1	ENST00000169298.3	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 	549	1	1	0	0	1	hsa-miR-1185-5p	0.0195	0.1393	0.8390	-0.34	-0.35	N/A
GRAMD4	ENST00000361034.3	GRAM domain containing 4 	403	2	0	0	2	0	hsa-miR-1185-5p	0.0121	0.0860	0.5090	-0.34	-0.35	N/A
ITPRIPL2	ENST00000381440.3	inositol 1,4,5-trisphosphate receptor interacting protein-like 2 	893	1	0	0	1	2	hsa-miR-1185-5p	0.0156	0.1136	0.7531	-0.34	-0.36	N/A
SULT1B1	ENST00000310613.3	sulfotransferase family, cytosolic, 1B, member 1 	5	2	0	2	0	0	hsa-miR-1185-5p	0.0444	0.2981	1.3862	-0.34	-0.34	N/A
ZNF117	ENST00000282869.6	zinc finger protein 117 	21	1	1	0	0	0	hsa-miR-1185-5p	0.0279	0.1848	0.8237	-0.34	-0.34	N/A
HES5	ENST00000378453.3	hairy and enhancer of split 5 (Drosophila) 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0149	0.1005	0.4522	-0.34	-0.34	N/A
FERMT1	ENST00000217289.4	fermitin family member 1 	245	2	0	1	1	0	hsa-miR-1185-5p	0.0323	0.2095	0.8728	-0.34	-0.34	N/A
MDM4	ENST00000391947.2	Mdm4 p53 binding protein homolog (mouse) 	443	1	0	0	1	5	hsa-miR-1185-5p	0.0248	0.1790	1.1371	-0.34	-0.37	N/A
C10orf11	ENST00000496424.2	chromosome 10 open reading frame 11 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0137	0.0983	0.6013	-0.34	-0.34	N/A
ASPRV1	ENST00000320256.4	aspartic peptidase, retroviral-like 1 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0154	0.1042	0.4815	-0.34	-0.34	N/A
FOXM1	ENST00000342628.2	forkhead box M1 	1476	1	0	1	0	0	hsa-miR-1185-5p	0.0667	0.3668	1.0581	-0.34	-0.34	N/A
GSS	ENST00000216951.2	glutathione synthetase 	63	2	0	2	0	0	hsa-miR-1185-5p	0.0227	0.1544	0.7576	-0.34	-0.34	N/A
CALU	ENST00000535011.2	calumenin 	3079	2	0	0	2	0	hsa-miR-1185-5p	0.0100	0.0719	0.4529	-0.34	-0.37	N/A
CCDC92	ENST00000238156.3	coiled-coil domain containing 92 	105	1	1	0	0	0	hsa-miR-1185-5p	0.0220	0.1428	0.5725	-0.34	-0.38	N/A
CD63	ENST00000548898.1	CD63 molecule 	7483	2	0	1	1	0	hsa-miR-1185-5p	0.0089	0.0632	0.3600	-0.34	-0.52	N/A
TBC1D23	ENST00000344949.5	TBC1 domain family, member 23 	238	1	1	0	0	0	hsa-miR-1185-5p	0.0245	0.1562	0.5836	-0.34	-0.35	N/A
ZNF304	ENST00000391705.3	zinc finger protein 304 	194	2	0	0	2	0	hsa-miR-1185-5p	0.0195	0.1356	0.7069	-0.34	-0.34	N/A
IREB2	ENST00000258886.8	iron-responsive element binding protein 2 	1096	2	1	0	1	0	hsa-miR-1185-5p	0.0205	0.1377	0.6510	-0.34	-0.54	N/A
SLC35C1	ENST00000314134.3	solute carrier family 35 (GDP-fucose transporter), member C1 	856	2	1	1	0	1	hsa-miR-1185-5p	0.0252	0.1740	0.8908	-0.34	-0.42	N/A
HDAC1	ENST00000373548.3	histone deacetylase 1 	83	1	0	1	0	0	hsa-miR-1185-5p	0.0106	0.0729	0.3551	-0.33	-0.38	N/A
MBD3L4	ENST00000381394.4	methyl-CpG binding domain protein 3-like 4 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0042	0.0306	0.1932	-0.33	-0.33	N/A
MBD3L3	ENST00000333843.4	methyl-CpG binding domain protein 3-like 3 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0042	0.0305	0.1921	-0.33	-0.33	N/A
MBD3L2	ENST00000381393.3	methyl-CpG binding domain protein 3-like 2 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0046	0.0330	0.2054	-0.33	-0.33	N/A
RNF181	ENST00000441634.1	ring finger protein 181 	329	1	0	0	1	1	hsa-miR-1185-5p	0.0100	0.0707	0.4046	-0.33	-0.41	N/A
CLASP2	ENST00000539981.1	cytoplasmic linker associated protein 2 	554	3	1	1	1	0	hsa-miR-1185-5p	0.0261	0.1818	0.9522	-0.33	-0.36	N/A
ZNF384	ENST00000319770.3	zinc finger protein 384 	8	1	1	0	0	0	hsa-miR-1185-5p	0.0245	0.1580	0.6117	-0.33	-0.33	N/A
MBD3L5	ENST00000329753.5	methyl-CpG binding domain protein 3-like 5 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0046	0.0329	0.2052	-0.33	-0.33	N/A
DPPA2	ENST00000478945.1	developmental pluripotency associated 2 	13	1	0	0	1	0	hsa-miR-1185-5p	0.0049	0.0350	0.2112	-0.33	-0.33	N/A
C1QTNF1-AS1	ENST00000581579.1	C1QTNF1 antisense RNA 1 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0139	0.0946	0.4356	-0.33	-0.33	N/A
TMCC2	ENST00000358024.3	transmembrane and coiled-coil domain family 2 	5	1	0	1	0	1	hsa-miR-1185-5p	0.0347	0.2126	0.7105	-0.33	-0.33	N/A
SNX10	ENST00000396376.1	sorting nexin 10 	9	2	0	0	2	0	hsa-miR-1185-5p	0.0087	0.0631	0.4127	-0.33	-0.41	N/A
DDR1	ENST00000446312.1	discoidin domain receptor tyrosine kinase 1 	195	3	1	0	2	1	hsa-miR-1185-5p	0.0278	0.1931	1.0340	-0.33	-0.33	N/A
ABCA9	ENST00000370732.2	ATP-binding cassette, sub-family A (ABC1), member 9 	5	2	1	0	1	0	hsa-miR-1185-5p	0.0518	0.3187	1.1775	-0.33	-0.33	N/A
SGCD	ENST00000435422.3	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) 	39	2	0	1	1	1	hsa-miR-1185-5p	0.0289	0.2005	1.0559	-0.33	-0.36	N/A
HOXA2	ENST00000222718.5	homeobox A2 	14	1	0	1	0	1	hsa-miR-1185-5p	0.0366	0.2154	0.6559	-0.33	-0.42	N/A
POU3F3	ENST00000361360.2	POU class 3 homeobox 3 	461	1	1	0	0	0	hsa-miR-1185-5p	0.0328	0.2046	0.7318	-0.33	-0.33	N/A
FMOD	ENST00000354955.4	fibromodulin 	207	1	1	0	0	0	hsa-miR-1185-5p	0.0129	0.0884	0.4351	-0.33	-0.33	N/A
DPH5	ENST00000370109.3	diphthamide biosynthesis 5 	288	1	0	0	1	0	hsa-miR-1185-5p	0.0086	0.0600	0.3206	-0.33	-0.33	N/A
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	1	0	0	0	hsa-miR-1185-5p	0.0157	0.1061	0.4861	-0.33	-0.33	N/A
IFNA16	ENST00000380216.1	interferon, alpha 16 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0112	0.0770	0.3812	-0.33	-0.33	N/A
ZSCAN9	ENST00000527436.1	zinc finger and SCAN domain containing 9 	121	1	1	0	0	0	hsa-miR-1185-5p	0.0203	0.1356	0.5976	-0.33	-0.33	N/A
MYCT1	ENST00000367245.5	myc target 1 	5	1	0	0	1	3	hsa-miR-1185-5p	0.0217	0.1550	0.9119	-0.33	-0.33	N/A
MAOB	ENST00000538942.1	monoamine oxidase B 	32	2	0	2	0	0	hsa-miR-1185-5p	0.0386	0.2446	0.9422	-0.33	-0.40	N/A
CPN2	ENST00000323830.3	carboxypeptidase N, polypeptide 2 	8	1	1	0	0	0	hsa-miR-1185-5p	0.0339	0.2071	0.6800	-0.33	-0.33	N/A
TMF1	ENST00000398559.2	TATA element modulatory factor 1 	349	1	1	0	0	0	hsa-miR-1185-5p	0.0285	0.1777	0.6078	-0.33	-0.33	N/A
TSG101	ENST00000251968.3	tumor susceptibility 101 	3978	1	0	1	0	0	hsa-miR-1185-5p	0.0150	0.1015	0.4567	-0.33	-0.33	N/A
UBXN2B	ENST00000399598.2	UBX domain protein 2B 	157	2	1	0	1	0	hsa-miR-1185-5p	0.0449	0.2997	1.3616	-0.33	-0.33	N/A
TMPRSS11BNL	ENST00000432593.3	TMPRSS11B N-terminal like 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0250	0.1760	0.9795	-0.33	-0.33	N/A
PAK2	ENST00000327134.3	p21 protein (Cdc42/Rac)-activated kinase 2 	145	2	0	0	2	1	hsa-miR-1185-5p	0.0193	0.1378	0.8099	-0.33	-0.33	N/A
TRAPPC3L	ENST00000356128.4	trafficking protein particle complex 3-like 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0159	0.1117	0.6174	-0.33	-0.33	N/A
PRMT1	ENST00000532489.1	protein arginine methyltransferase 1 	330	1	0	0	1	0	hsa-miR-1185-5p	0.0041	0.0300	0.1903	-0.32	-0.34	N/A
C1orf64	ENST00000329454.2	chromosome 1 open reading frame 64 	5	2	0	2	0	1	hsa-miR-1185-5p	0.0286	0.1942	0.9356	-0.32	-0.32	N/A
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	2	1	0	1	1	hsa-miR-1185-5p	0.0504	0.3200	1.3020	-0.32	-0.35	N/A
CASP6	ENST00000352981.3	caspase 6, apoptosis-related cysteine peptidase 	119	1	0	0	1	0	hsa-miR-1185-5p	0.0128	0.0877	0.4284	-0.32	-0.32	N/A
FFAR3	ENST00000327809.4	free fatty acid receptor 3 	5	2	0	0	2	0	hsa-miR-1185-5p	0.0116	0.0834	0.5114	-0.32	-0.32	N/A
RD3	ENST00000367002.4	retinal degeneration 3 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0117	0.0850	0.5482	-0.32	-0.32	N/A
SLC16A9	ENST00000395348.3	solute carrier family 16, member 9 	7	2	0	1	1	0	hsa-miR-1185-5p	0.0132	0.0940	0.5476	-0.32	-0.32	N/A
VOPP1	ENST00000285279.5	vesicular, overexpressed in cancer, prosurvival protein 1 	82	1	1	0	0	0	hsa-miR-1185-5p	0.0099	0.0698	0.3806	-0.32	-0.32	N/A
XKR4	ENST00000327381.6	XK, Kell blood group complex subunit-related family, member 4 	5	2	0	1	1	3	hsa-miR-1185-5p	0.0486	0.3341	1.7549	-0.32	-0.32	N/A
C4orf36	ENST00000473559.1	chromosome 4 open reading frame 36 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0174	0.1190	0.5793	-0.32	-0.32	N/A
UBP1	ENST00000283629.3	upstream binding protein 1 (LBP-1a) 	1418	2	0	0	2	0	hsa-miR-1185-5p	0.0191	0.1353	0.7738	-0.32	-0.32	N/A
IKZF4	ENST00000262032.5	IKAROS family zinc finger 4 (Eos) 	329	2	0	0	2	0	hsa-miR-1185-5p	0.0259	0.1804	0.9901	-0.32	-0.33	N/A
ZNF677	ENST00000599012.1	zinc finger protein 677 	51	1	0	1	0	1	hsa-miR-1185-5p	0.0224	0.1539	0.7647	-0.32	-0.35	N/A
EGLN1	ENST00000366641.3	egl-9 family hypoxia-inducible factor 1 	505	2	1	1	0	1	hsa-miR-1185-5p	0.0450	0.3031	1.3978	-0.32	-0.32	N/A
KCNJ6	ENST00000609713.1	potassium inwardly-rectifying channel, subfamily J, member 6 	5	3	0	0	3	1	hsa-miR-1185-5p	0.0538	0.3740	1.9851	-0.32	-0.32	N/A
JAZF1	ENST00000283928.5	JAZF zinc finger 1 	869	1	0	0	1	0	hsa-miR-1185-5p	0.0083	0.0602	0.3823	-0.32	-0.32	N/A
UEVLD	ENST00000541984.1	UEV and lactate/malate dehyrogenase domains 	39	2	0	0	2	0	hsa-miR-1185-5p	0.0102	0.0730	0.4413	-0.32	-0.45	N/A
MAP2K3	ENST00000342679.4	mitogen-activated protein kinase kinase 3 	34	1	0	1	0	0	hsa-miR-1185-5p	0.0288	0.1799	0.6216	-0.32	-0.32	N/A
NAT2	ENST00000286479.3	N-acetyltransferase 2 (arylamine N-acetyltransferase) 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0173	0.1163	0.5215	-0.32	-0.32	N/A
DAPK2	ENST00000261891.3	death-associated protein kinase 2 	21	2	0	0	2	0	hsa-miR-1185-5p	0.0108	0.0772	0.4636	-0.32	-0.32	N/A
SLPI	ENST00000338380.2	secretory leukocyte peptidase inhibitor 	452	1	0	1	0	0	hsa-miR-1185-5p	0.0113	0.0779	0.3843	-0.32	-0.32	N/A
PRR5L	ENST00000527487.1	proline rich 5 like 	238	3	1	1	1	0	hsa-miR-1185-5p	0.0103	0.0737	0.4494	-0.32	-0.36	N/A
CCDC30	ENST00000342022.4	coiled-coil domain containing 30 	6	1	1	0	0	2	hsa-miR-1185-5p	0.0128	0.0884	0.4414	-0.31	-0.34	N/A
SCN3B	ENST00000392770.2	sodium channel, voltage-gated, type III, beta subunit 	10	2	0	1	1	1	hsa-miR-1185-5p	0.0264	0.1857	1.0446	-0.31	-0.32	N/A
SCGB3A2	ENST00000504320.1	secretoglobin, family 3A, member 2 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0046	0.0331	0.2019	-0.31	-0.31	N/A
PSME3	ENST00000541124.1	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) 	3605	1	0	0	1	1	hsa-miR-1185-5p	0.0058	0.0418	0.2720	-0.31	-0.35	N/A
AGPAT4	ENST00000366911.5	1-acylglycerol-3-phosphate O-acyltransferase 4 	142	3	0	2	1	1	hsa-miR-1185-5p	0.0360	0.2396	1.1295	-0.31	-0.45	N/A
ALDH2	ENST00000261733.2	aldehyde dehydrogenase 2 family (mitochondrial) 	3823	1	0	1	0	0	hsa-miR-1185-5p	0.0181	0.1205	0.5263	-0.31	-0.31	N/A
INIP	ENST00000374242.4	INTS3 and NABP interacting protein 	423	1	0	0	1	3	hsa-miR-1185-5p	0.0132	0.0951	0.5981	-0.31	-0.35	N/A
AIMP1	ENST00000394701.4	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 	740	1	0	1	0	0	hsa-miR-1185-5p	0.0238	0.1532	0.5899	-0.31	-0.32	N/A
RGS4	ENST00000531057.1	regulator of G-protein signaling 4 	489	2	0	1	1	0	hsa-miR-1185-5p	0.0261	0.1663	0.6218	-0.31	-0.52	N/A
FICD	ENST00000361549.2	FIC domain containing 	54	2	0	0	2	0	hsa-miR-1185-5p	0.0130	0.0920	0.5301	-0.31	-0.31	N/A
KBTBD8	ENST00000295568.4	kelch repeat and BTB (POZ) domain containing 8 	22	1	0	0	1	1	hsa-miR-1185-5p	0.0130	0.0933	0.5628	-0.31	-0.31	N/A
NAIP	ENST00000517649.1	NLR family, apoptosis inhibitory protein 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0461	0.2728	0.8802	-0.31	-0.31	N/A
PROSC	ENST00000328195.3	proline synthetase co-transcribed homolog (bacterial) 	414	1	0	0	1	1	hsa-miR-1185-5p	0.0204	0.1414	0.7152	-0.31	-0.31	N/A
CACNG3	ENST00000005284.3	calcium channel, voltage-dependent, gamma subunit 3 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0138	0.0988	0.5913	-0.31	-0.31	N/A
LACTB	ENST00000413507.2	lactamase, beta 	746	1	0	1	0	1	hsa-miR-1185-5p	0.0201	0.1379	0.6701	-0.31	-0.33	N/A
PSG11	ENST00000401740.1	pregnancy specific beta-1-glycoprotein 11 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0131	0.0910	0.4644	-0.31	-0.31	N/A
RNF13	ENST00000392894.3	ring finger protein 13 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0101	0.0708	0.3791	-0.31	-0.31	N/A
ALDH3B1	ENST00000539229.1	aldehyde dehydrogenase 3 family, member B1 	1512	1	1	0	0	1	hsa-miR-1185-5p	0.0246	0.1621	0.6894	-0.31	-0.31	N/A
UNCX	ENST00000316333.8	UNC homeobox 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0064	0.0454	0.2601	-0.31	-0.31	N/A
KCTD1	ENST00000579973.1	potassium channel tetramerization domain containing 1 	33	1	1	0	0	0	hsa-miR-1185-5p	0.0109	0.0728	0.3254	-0.31	-0.55	N/A
ZNF174	ENST00000268655.4	zinc finger protein 174 	787	1	0	1	0	0	hsa-miR-1185-5p	0.0189	0.1247	0.5127	-0.31	-0.31	N/A
C1orf180	ENST00000370624.1	chromosome 1 open reading frame 180 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0156	0.1075	0.5323	-0.31	-0.31	N/A
TNFSF13B	ENST00000375887.4	tumor necrosis factor (ligand) superfamily, member 13b 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0164	0.1098	0.4863	-0.31	-0.31	N/A
MUC3A	ENST00000319509.7	mucin 3A, cell surface associated 	20	2	0	0	2	2	hsa-miR-1185-5p	0.0127	0.0921	0.6078	-0.31	-0.34	N/A
GPR157	ENST00000377411.4	G protein-coupled receptor 157 	48	2	0	1	1	2	hsa-miR-1185-5p	0.0206	0.1468	0.8664	-0.31	-0.31	N/A
SNCA	ENST00000394989.2	synuclein, alpha (non A4 component of amyloid precursor) 	476	1	0	0	1	0	hsa-miR-1185-5p	0.0058	0.0412	0.2420	-0.31	-0.31	N/A
ARF4	ENST00000303436.6	ADP-ribosylation factor 4 	390	1	0	1	0	0	hsa-miR-1185-5p	0.0194	0.1252	0.4785	-0.31	-0.36	N/A
CTA-299D3.8	ENST00000407505.3	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1185-5p	0.0106	0.0734	0.3691	-0.30	-0.30	N/A
NEK1	ENST00000439128.2	NIMA-related kinase 1 	90	1	0	0	1	0	hsa-miR-1185-5p	0.0079	0.0564	0.3455	-0.30	-0.30	N/A
OPCML	ENST00000331898.7	opioid binding protein/cell adhesion molecule-like 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0362	0.2547	1.4326	-0.30	-0.30	N/A
RNF144B	ENST00000259939.3	ring finger protein 144B 	17	2	0	1	1	0	hsa-miR-1185-5p	0.0179	0.1253	0.6914	-0.30	-0.30	N/A
GTSF1	ENST00000552397.1	gametocyte specific factor 1 	66	1	0	0	1	0	hsa-miR-1185-5p	0.0079	0.0554	0.3024	-0.30	-0.30	N/A
FGR	ENST00000374005.3	feline Gardner-Rasheed sarcoma viral oncogene homolog 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0098	0.0692	0.3831	-0.30	-0.30	N/A
DKFZP779L1853	ENST00000595310.1		5	1	0	0	1	4	hsa-miR-1185-5p	0.0177	0.1279	0.8198	-0.30	-0.30	N/A
